2024-07-11 13:46:46.458412,Drowsiness detected
2024-07-11 13:46:52.661117,Drowsiness detected
2024-07-11 13:46:55.858451,Drowsiness detected
2024-07-11 13:46:59.184696,Drowsiness detected
2024-07-11 13:47:02.496635,Drowsiness detected
2024-07-11 13:47:05.831823,Drowsiness detected
2024-07-11 13:47:09.231093,Drowsiness detected
2024-07-11 13:47:17.916977,Drowsiness detected
2024-07-11 13:47:24.430876,Drowsiness detected
2024-07-11 13:47:28.196993,Drowsiness detected
2024-07-11 13:47:43.701079,Drowsiness detected
2024-07-11 13:48:03.792717,Drowsiness detected
2024-07-11 13:48:10.119811,Drowsiness detected
2024-07-11 13:48:22.396866,Drowsiness detected
2024-07-11 13:48:25.458360,Drowsiness detected
2024-07-11 13:48:29.374483,Drowsiness detected
2024-07-11 13:48:32.887434,Drowsiness detected
2024-07-11 13:48:37.710268,Drowsiness detected
2024-07-11 13:48:41.986986,Drowsiness detected
2024-07-11 13:49:45.525406,Drowsiness detected
2024-07-11 13:51:19.450043,Drowsiness detected
2024-07-11 13:51:20.788102,Drowsiness detected
2024-07-11 13:51:20.822415,Drowsiness detected
2024-07-11 13:51:20.856247,Drowsiness detected
2024-07-11 13:51:20.896115,Drowsiness detected
2024-07-11 13:51:20.933640,Drowsiness detected
2024-07-11 13:51:20.975495,Drowsiness detected
2024-07-11 13:51:21.030918,Drowsiness detected
2024-07-11 13:51:21.071216,Drowsiness detected
2024-07-11 13:51:21.097776,Drowsiness detected
2024-07-11 13:51:21.201893,Drowsiness detected
2024-07-11 13:51:21.225960,Drowsiness detected
2024-07-11 13:51:21.252124,Drowsiness detected
2024-07-11 13:51:21.278300,Drowsiness detected
2024-07-11 13:51:21.306932,Drowsiness detected
2024-07-11 13:51:21.349758,Drowsiness detected
2024-07-11 13:51:24.847220,Drowsiness detected
2024-07-11 13:51:24.887974,Drowsiness detected
2024-07-11 13:51:44.242608,Drowsiness detected
2024-07-11 13:51:44.276184,Drowsiness detected
2024-07-11 13:51:44.309089,Drowsiness detected
2024-07-11 13:51:44.342049,Drowsiness detected
2024-07-11 13:51:44.375880,Drowsiness detected
2024-07-11 13:51:44.416033,Drowsiness detected
2024-07-11 13:51:44.443983,Drowsiness detected
2024-07-11 13:51:44.473073,Drowsiness detected
2024-07-11 13:51:44.502655,Drowsiness detected
2024-07-11 13:51:44.538188,Drowsiness detected
2024-07-11 13:51:44.576307,Drowsiness detected
2024-07-11 13:51:44.620479,Drowsiness detected
2024-07-11 13:51:44.662750,Drowsiness detected
2024-07-11 13:51:44.702300,Drowsiness detected
2024-07-11 13:51:44.745548,Drowsiness detected
2024-07-11 13:51:44.783189,Drowsiness detected
2024-07-11 13:51:44.817973,Drowsiness detected
2024-07-11 13:51:44.866708,Drowsiness detected
2024-07-11 13:51:44.912170,Drowsiness detected
2024-07-11 13:51:44.953541,Drowsiness detected
2024-07-11 13:51:45.006071,Drowsiness detected
2024-07-11 13:51:45.052796,Drowsiness detected
2024-07-11 13:51:45.099764,Drowsiness detected
2024-07-11 13:51:45.152040,Drowsiness detected
2024-07-11 13:51:45.196631,Drowsiness detected
2024-07-11 13:51:45.244844,Drowsiness detected
2024-07-11 13:51:45.296563,Drowsiness detected
2024-07-11 13:51:45.353109,Drowsiness detected
2024-07-11 13:51:45.395402,Drowsiness detected
2024-07-11 13:51:46.234434,Drowsiness detected
2024-07-11 13:51:46.278253,Drowsiness detected
2024-07-11 13:51:46.310555,Drowsiness detected
2024-07-11 13:51:46.347998,Drowsiness detected
2024-07-11 13:51:46.377886,Drowsiness detected
2024-07-11 13:51:46.413606,Drowsiness detected
2024-07-11 13:51:46.462144,Drowsiness detected
2024-07-11 13:51:46.506547,Drowsiness detected
2024-07-11 13:51:46.544286,Drowsiness detected
2024-07-11 13:51:46.591431,Drowsiness detected
2024-07-11 13:51:46.639754,Drowsiness detected
2024-07-11 13:51:46.688279,Drowsiness detected
2024-07-11 13:51:46.735139,Drowsiness detected
2024-07-11 13:51:46.783416,Drowsiness detected
2024-07-11 13:51:47.135291,Drowsiness detected
2024-07-11 13:51:47.166540,Drowsiness detected
2024-07-11 13:51:47.195567,Drowsiness detected
2024-07-11 13:51:47.230802,Drowsiness detected
2024-07-11 13:51:47.262814,Drowsiness detected
2024-07-11 13:51:48.570838,Drowsiness detected
2024-07-11 13:51:48.624057,Drowsiness detected
2024-07-11 13:51:49.209294,Drowsiness detected
2024-07-11 13:51:49.243915,Drowsiness detected
2024-07-11 13:51:49.275021,Drowsiness detected
2024-07-11 13:51:49.306601,Drowsiness detected
2024-07-11 13:51:49.333373,Drowsiness detected
2024-07-11 13:51:49.362057,Drowsiness detected
2024-07-11 13:51:49.393114,Drowsiness detected
2024-07-11 13:51:50.073991,Drowsiness detected
2024-07-11 13:51:50.106805,Drowsiness detected
2024-07-11 13:51:50.134092,Drowsiness detected
2024-07-11 13:51:50.570780,Drowsiness detected
2024-07-11 13:51:50.601161,Drowsiness detected
2024-07-11 13:51:50.631032,Drowsiness detected
2024-07-11 13:51:50.675877,Drowsiness detected
2024-07-11 13:51:51.714555,Drowsiness detected
2024-07-11 13:51:51.744559,Drowsiness detected
2024-07-11 13:51:51.784099,Drowsiness detected
2024-07-11 13:51:51.828880,Drowsiness detected
2024-07-11 13:51:51.869914,Drowsiness detected
2024-07-11 13:51:51.936710,Drowsiness detected
2024-07-11 13:51:51.975991,Drowsiness detected
2024-07-11 13:51:52.024161,Drowsiness detected
2024-07-11 13:51:52.067737,Drowsiness detected
2024-07-11 13:51:52.116204,Drowsiness detected
2024-07-11 13:51:52.159541,Drowsiness detected
2024-07-11 13:51:52.205756,Drowsiness detected
2024-07-11 13:51:52.253442,Drowsiness detected
2024-07-11 13:51:52.294909,Drowsiness detected
2024-07-11 13:51:52.338598,Drowsiness detected
2024-07-11 13:51:52.392472,Drowsiness detected
2024-07-11 13:51:52.440236,Drowsiness detected
2024-07-11 13:51:52.480565,Drowsiness detected
2024-07-11 13:51:52.520730,Drowsiness detected
